sentence_id,year,month,year_month,source,period,sentence,emotion,confidence
01193,2020,05,2020-05,bbc_news_tv,covid,the infection rate and the number of people each of us passes the virus to must stay below one.,neutral,0.953825
01194,2020,05,2020-05,bbc_news_tv,covid,now eligibility for testing has expanded quite widely to key workers.,neutral,0.542025
01195,2020,05,2020-05,bbc_news_tv,covid,this is now having a mass testing infrastructure in place so that when in place so that when the infrastructure in place so that when the current lockdown measures ease mass testing can be used eventually mass testing ran be used eventually to stop mass testing can be used eventually to stop outbreaks spreading rapidly and widely from communities.,neutral,0.94961
01196,2020,05,2020-05,bbc_news_tv,covid,"50 individual patients with coronavirus ran be individual patients with coronavirus can be isolated, their context ran be isolated, their context taste, and can be isolated, their context taste, and testing can then be put taste, and testing ran then be put into place.",neutral,0.910469
01197,2020,05,2020-05,bbc_news_tv,covid,we’ve got the prime minister back in post after he recovered from coronavirus.,neutral,0.93399
01198,2020,05,2020-05,bbc_news_tv,covid,talk of quarantine measures being introduced at airports.,fear,0.872007
01199,2020,05,2020-05,bbc_news_tv,covid,"talk of how schools and businesses will have to follow social distancing mles have to follow social distancing rules in the same way as essential mles in the same way as essential services rules in the same way as essential services and schools, schools are still open for key workers, at the moment.",neutral,0.960487
01200,2020,05,2020-05,bbc_news_tv,covid,the president donald trump says he’s seen evidence that suggests coronavirus originated in a chinese laboratory.,neutral,0.642102
01201,2020,05,2020-05,bbc_news_tv,covid,"his own intelligence agencies have said they’re still investigating how the virus began, but have determined covid-19""was not manmade or genetically modified"".",neutral,0.900756
01202,2020,05,2020-05,bbc_news_tv,covid,did the deadly coronavirus emanate from here?,neutral,0.563
01203,2020,05,2020-05,bbc_news_tv,covid,"whilst laying to rest one of the more extreme conspiracy theories surrounding the virus, that it was man-made and unleashed as a biological weapon, the intelligence community didn’t contradict the president’s theory, saying: this country has already seen more cases of the coronavirus than anywhere else in the world, overa million, and more than 60,000 deaths.",neutral,0.788563
01204,2020,05,2020-05,bbc_news_tv,covid,let’s hear more now on theories as to how the coronavirus originated in the chinese city of wuhan.,neutral,0.96045
01205,2020,05,2020-05,bbc_news_tv,covid,"they ruled out that this was a man-made virus, that it was some sort of bio weapon that had been unleashed or escaped, but they carefully said that they were still looking at other possibilities, including that it was an entirely natural outbreak, in other words from a market or it was a leak from a lab.",neutral,0.960487
01206,2020,05,2020-05,bbc_news_tv,covid,"talk to us about the story there could be espionage on the way, regarding the research into a vaccine for coronavirus.",fear,0.453593
01207,2020,05,2020-05,bbc_news_tv,covid,"basically, there is a race going on internationally to and make this vaccine and understand what might be able to use to treat the coronavirus.",neutral,0.964
01208,2020,05,2020-05,bbc_news_tv,covid,"the headlines on news the british government says it’s confident it’s target of 100,000 daily coronavirus tests by the end of april has been met.",joy,0.780835
01209,2020,05,2020-05,bbc_news_tv,covid,president trump says he’s seen evidence coronavirus orginated in a chinese laboratory - but gives no details.,neutral,0.868985
01210,2020,05,2020-05,bbc_news_tv,covid,"if a vaccine is found clearly the recovery will be stronger, if a vaccine isn’t found we may have to announce more cuts and deeper cuts into the future.",neutral,0.675347
01211,2020,05,2020-05,bbc_news_tv,covid,"india has more than 35,000 cases of coronavirus so far, and more than 1100 people have died of the infection.",sadness,0.709946
01212,2020,05,2020-05,bbc_news_tv,covid,"and while doctors say it has slowed the spread of covid-19, it’s also meant that millions who depend on daily wages in the country are facing extremely difficult times.",sadness,0.656237
01213,2020,05,2020-05,bbc_news_tv,covid,this man has recovered from covid in the southern state of kerala.,neutral,0.949723
01214,2020,05,2020-05,bbc_news_tv,covid,"more populous than canada, the region had the first coronavirus infections in march, but it curbed the spread, and its strategy is giving hope to the rest of the country.",neutral,0.894783
01215,2020,05,2020-05,bbc_news_tv,covid,"and while the real scale is hard to assess, doctors say covid would have spread a lot more quickly if india had not imposed a lockdown relatively early.",neutral,0.835888
01216,2020,05,2020-05,bbc_news_tv,covid,"as you go out of lockdown, it has to be first of all a phased release after lockdown, and many countries are now putting in place systems of how they will do that, and the monitoring testing is going to be extremely important",neutral,0.944145
01217,2020,05,2020-05,bbc_news_tv,covid,"in the overcrowded townships around johannesburg, news of covid-19’s arrival, the first confirmed case was march the 5th, prompted dread.",fear,0.99203
01218,2020,05,2020-05,bbc_news_tv,covid,"but soon south africa did start to see an exponential rise, just like britain, although here the government was already reacting much quicker, imposing a lockdown just eight days after recording the hundredth infection.",fear,0.476362
01219,2020,05,2020-05,bbc_news_tv,covid,"and as the lockdown softens, the near certainty that the infection rate will start to climb.",fear,0.865098
01220,2020,05,2020-05,bbc_news_tv,covid,"the british government says it’s confident it’s target of 100,000 daily coronavirus tests by the end of april has been met.",joy,0.860468
01221,2020,05,2020-05,bbc_news_tv,covid,president trump says he’s seen evidence coronavirus orginated in a chinese laboratory - but gives no details.,neutral,0.868985
01222,2020,05,2020-05,bbc_news_tv,covid,"covid-19 is absolutely no laughing matter - but a group of doctors in germany has managed to raise a smile nevertheless, whilst making a deadly serious point covid-19 is absolutely no laughing matter - but a group of doctors in germany has managed to raise a smile nevertheless, whilst making a deadly serious point about the lack of personal protective equipment.",anger,0.419923
01223,2020,05,2020-05,bbc_news_tv,covid,"it took some time but now we have organised ourselves and the federal system in germany, in the small counties we establish a history only as much surgeries with only covid-19 patients.",neutral,0.945019
